"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"719","Electricity","AirEmissionStandards","IND",2016,8,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0
"720","Electricity","Auction","ARG",2016,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"721","Electricity","Auction","GRC",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"722","Electricity","Auction","DNK",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"723","Electricity","Auction","PER",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"724","Electricity","Auction","MEX",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"725","Electricity","Auction","CAN",2016,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"726","Electricity","Auction","CHN",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"727","Electricity","BanPhaseOutCoal","FRA",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"728","Electricity","BanPhaseOutCoal","BEL",2016,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"729","Electricity","BanPhaseOutCoal","AUT",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"730","Electricity","BanPhaseOutCoal","FIN",2016,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"731","Electricity","BanPhaseOutCoal","CAN",2016,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"732","Electricity","ETS Electricity","NZL",2016,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"733","Electricity","Fossil Fuel Subsidies Electricity","HUN",2016,7,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"734","Electricity","Fossil Fuel Subsidies Electricity","IRL",2016,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"735","Electricity","Fossil Fuel Subsidies Electricity","NLD",2016,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"736","Electricity","PlanningRenewablesExpansion","NOR",2016,9,"NMBI","Other regulatory instruments",3,4,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"737","Electricity","PlanningRenewablesExpansion","FIN",2016,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"738","Electricity","PlanningRenewablesExpansion","CHL",2016,9,"NMBI","Other regulatory instruments",3,5,0,1,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"739","Electricity","PlanningRenewablesExpansion","NZL",2016,6,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"740","Electricity","PlanningRenewablesExpansion","GRC",2016,7,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"741","Electricity","PlanningRenewablesExpansion","SWE",2016,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"742","Electricity","PlanningRenewablesExpansion","CHN",2016,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"743","Electricity","PlanningRenewablesExpansion","MEX",2016,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"744","Electricity","Renewable energy certificates","NOR",2016,8,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","slow_increase",1
"745","Industry","EnergyEfficiencyMandates","CAN",2016,6,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"746","Industry","EnergyEfficiencyMandates","ITA",2016,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"747","Industry","EnergyEfficiencyMandates","ARG",2016,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"748","Industry","ETS Industry","NZL",2016,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"749","Industry","Financing Mechanism Industry","CHL",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"750","Industry","Financing Mechanism Industry","IND",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"751","Industry","Fossil Fuel Subsidies Industry","KOR",2016,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"752","Industry","Fossil Fuel Subsidies Industry","CHN",2016,8,"MBI","Carbon Pricing",3,4,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"753","Industry","MEPS electric motors","COL",2016,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"754","Transport","Carbon Tax Transport","FRA",2016,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"755","Transport","Congestion Charges","SWE",2016,6,"MBI","Other MBI",2,1,0,1,0,"OECD","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"756","Transport","Financial support","DEU",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"757","Transport","Financial support","KOR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"758","Transport","Financial support","MEX",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"759","Transport","Financial support","IND",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"760","Transport","Financial support","PRT",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"761","Transport","Financial support","TUR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"762","Transport","Financial support","NLD",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"763","Transport","Financial support","NZL",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"764","Transport","Fossil Fuel Subsidies Transport","NZL",2016,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"765","Transport","Fossil Fuel Subsidies Transport","IDN",2016,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"766","Transport","Fossil Fuel Subsidies Transport","CHN",2016,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"767","Transport","Investment in Rail Infrastructure","TUR",2016,4,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"768","Transport","Investment in Rail Infrastructure","MEX",2016,6,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"769","Transport","Investment in Rail Infrastructure","ITA",2016,9,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"770","Transport","Investment in Rail Infrastructure","BGR",2016,9,"NMBI","Other NMBI",4,5,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"771","Transport","MEPS Transport","SAU",2016,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"772","Transport","Taxation","TUR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax (cars)","Vehicle tax","Taxation (vehicle)","Market","Pricing","jump",0
"773","Buildings","Carbon Tax Buildings","COL",2017,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",0
"774","Buildings","Excise Taxes Buildings","BGR",2017,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"775","Buildings","Financial support","ESP",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"776","Buildings","Financial support","NOR",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"777","Buildings","Financing Mechanism Buildings","CHE",2017,8,"MBI","Subsidy",8,8,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"778","Buildings","Financing Mechanism Buildings","IDN",2017,8,"MBI","Subsidy",8,8,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"779","Buildings","Financing Mechanism Buildings","JPN",2017,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"780","Buildings","Fossil Fuel Subsides Buildings","IDN",2017,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"781","Buildings","Labels Appliances","CHE",2017,10,"NMBI","Information",2,2,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",1
"782","Buildings","Labels Appliances","PER",2017,3,"NMBI","Information",3,3,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"783","Buildings","MEPS of appliances","CHE",2017,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"784","Buildings","MEPS of appliances","PER",2017,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"785","Electricity","Auction","BRA",2017,3,"MBI","Subsidy",3,-1,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"786","Electricity","Auction","KOR",2017,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"787","Electricity","Auction","FRA",2017,3,"MBI","Subsidy",3,0,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"788","Electricity","Auction","IND",2017,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"789","Electricity","Auction","TUR",2017,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",0
"790","Electricity","Auction","POL",2017,6,"MBI","Subsidy",6,6,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"791","Electricity","Auction","NLD",2017,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"792","Electricity","Auction","JPN",2017,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"793","Electricity","Auction","DEU",2017,4,"MBI","Subsidy",2,1,0,1,0,"OECD","Renewable auction","Renewable auction","Renewable subsidy","Market","Subsidy","jump",1
"794","Electricity","BanPhaseOutCoal","PRT",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"795","Electricity","BanPhaseOutCoal","NZL",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"796","Electricity","BanPhaseOutCoal","NLD",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"797","Electricity","BanPhaseOutCoal","SWE",2017,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"798","Electricity","BanPhaseOutCoal","GBR",2017,6,"NMBI","Technology Standards",4,4,0,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"799","Electricity","BanPhaseOutCoal","ITA",2017,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"800","Electricity","BanPhaseOutCoal","MEX",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",0
"801","Electricity","BanPhaseOutCoal","DNK",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"802","Electricity","BanPhaseOutCoal","CHE",2017,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"803","Electricity","BanPhaseOutCoal","BEL",2017,8,"NMBI","Technology Standards",4,8,0,1,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"804","Electricity","BanPhaseOutCoal","FRA",2017,6,"NMBI","Technology Standards",4,6,0,1,0,"OECD","Ban & phase out (coal plants)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
